지점명,일시,일강수량(mm)
대구,2021-11-01,
대구,2021-11-02,
대구,2021-11-03,
대구,2021-11-04,
대구,2021-11-05,
대구,2021-11-06,
대구,2021-11-07,
대구,2021-11-08,26.8
대구,2021-11-09,0
대구,2021-11-10,0.4
대구,2021-11-11,0
대구,2021-11-12,
대구,2021-11-13,
대구,2021-11-14,
대구,2021-11-15,
대구,2021-11-16,
대구,2021-11-17,
대구,2021-11-18,
대구,2021-11-19,
대구,2021-11-20,
대구,2021-11-21,
대구,2021-11-22,0.4
대구,2021-11-23,
대구,2021-11-24,
대구,2021-11-25,
대구,2021-11-26,
대구,2021-11-27,
대구,2021-11-28,
대구,2021-11-29,
대구,2021-11-30,15.5
대구,2021-12-01,
대구,2021-12-02,
대구,2021-12-03,0
대구,2021-12-04,
대구,2021-12-05,
대구,2021-12-06,
대구,2021-12-07,
대구,2021-12-08,
대구,2021-12-09,
대구,2021-12-10,
대구,2021-12-11,
대구,2021-12-12,
대구,2021-12-13,
대구,2021-12-14,
대구,2021-12-15,
대구,2021-12-16,0.1
대구,2021-12-17,
대구,2021-12-18,
대구,2021-12-19,0
대구,2021-12-20,
대구,2021-12-21,
대구,2021-12-22,
대구,2021-12-23,
대구,2021-12-24,
대구,2021-12-25,
대구,2021-12-26,
대구,2021-12-27,
대구,2021-12-28,
대구,2021-12-29,
대구,2021-12-30,0
대구,2021-12-31,
대구,2022-01-01,
대구,2022-01-02,
대구,2022-01-03,
대구,2022-01-04,
대구,2022-01-05,
대구,2022-01-06,
대구,2022-01-07,
대구,2022-01-08,
대구,2022-01-09,
대구,2022-01-10,
대구,2022-01-11,0
대구,2022-01-12,
대구,2022-01-13,0
대구,2022-01-14,
대구,2022-01-15,
대구,2022-01-16,0
대구,2022-01-17,
대구,2022-01-18,
대구,2022-01-19,0
대구,2022-01-20,
대구,2022-01-21,
대구,2022-01-22,
대구,2022-01-23,
대구,2022-01-24,
대구,2022-01-25,0
대구,2022-01-26,
대구,2022-01-27,
대구,2022-01-28,
대구,2022-01-29,
대구,2022-01-30,
대구,2022-01-31,
대구,2022-02-01,
대구,2022-02-02,
대구,2022-02-03,
대구,2022-02-04,
대구,2022-02-05,
대구,2022-02-06,
대구,2022-02-07,
대구,2022-02-08,
대구,2022-02-09,
대구,2022-02-10,
대구,2022-02-11,
대구,2022-02-12,
대구,2022-02-13,
대구,2022-02-14,
대구,2022-02-15,
대구,2022-02-16,
대구,2022-02-17,
대구,2022-02-18,
대구,2022-02-19,
대구,2022-02-20,0
대구,2022-02-21,
대구,2022-02-22,0
대구,2022-02-23,
대구,2022-02-24,
대구,2022-02-25,
대구,2022-02-26,0.1
대구,2022-02-27,0
대구,2022-02-28,
대구,2022-03-01,0
대구,2022-03-02,
대구,2022-03-03,
대구,2022-03-04,
대구,2022-03-05,
대구,2022-03-06,
대구,2022-03-07,
대구,2022-03-08,
대구,2022-03-09,
대구,2022-03-10,
대구,2022-03-11,
대구,2022-03-12,
대구,2022-03-13,2.1
대구,2022-03-14,
대구,2022-03-15,
대구,2022-03-16,
대구,2022-03-17,6.1
대구,2022-03-18,8.5
대구,2022-03-19,4.2
대구,2022-03-20,
대구,2022-03-21,
대구,2022-03-22,
대구,2022-03-23,0
대구,2022-03-24,
대구,2022-03-25,1.6
대구,2022-03-26,11.7
대구,2022-03-27,
대구,2022-03-28,
대구,2022-03-29,
대구,2022-03-30,
대구,2022-03-31,0.1
대구,2022-04-01,0.3
대구,2022-04-02,
대구,2022-04-03,
대구,2022-04-04,
대구,2022-04-05,
대구,2022-04-06,
대구,2022-04-07,2.4
대구,2022-04-08,
대구,2022-04-09,
대구,2022-04-10,
대구,2022-04-11,
대구,2022-04-12,
대구,2022-04-13,
대구,2022-04-14,0
대구,2022-04-15,
대구,2022-04-16,
대구,2022-04-17,
대구,2022-04-18,
대구,2022-04-19,
대구,2022-04-20,
대구,2022-04-21,0.2
대구,2022-04-22,
대구,2022-04-23,
대구,2022-04-24,
대구,2022-04-25,2.5
대구,2022-04-26,20.3
대구,2022-04-27,
대구,2022-04-28,
대구,2022-04-29,12.8
대구,2022-04-30,
대구,2022-05-01,
대구,2022-05-02,1.2
대구,2022-05-03,
대구,2022-05-04,
대구,2022-05-05,
대구,2022-05-06,
대구,2022-05-07,
대구,2022-05-08,
대구,2022-05-09,0.4
대구,2022-05-10,
대구,2022-05-11,0
대구,2022-05-12,
대구,2022-05-13,2.6
대구,2022-05-14,
대구,2022-05-15,
대구,2022-05-16,
대구,2022-05-17,
대구,2022-05-18,
대구,2022-05-19,
대구,2022-05-20,
대구,2022-05-21,
대구,2022-05-22,
대구,2022-05-23,
대구,2022-05-24,
대구,2022-05-25,
대구,2022-05-26,
대구,2022-05-27,
대구,2022-05-28,
대구,2022-05-29,
대구,2022-05-30,0
대구,2022-05-31,
대구,2022-06-01,
대구,2022-06-02,
대구,2022-06-03,
대구,2022-06-04,
대구,2022-06-05,32.2
대구,2022-06-06,0.8
대구,2022-06-07,1.1
대구,2022-06-08,0
대구,2022-06-09,
대구,2022-06-10,
대구,2022-06-11,
대구,2022-06-12,
대구,2022-06-13,
대구,2022-06-14,3.1
대구,2022-06-15,3.7
대구,2022-06-16,
대구,2022-06-17,
대구,2022-06-18,
대구,2022-06-19,
대구,2022-06-20,2.2
대구,2022-06-21,
대구,2022-06-22,
대구,2022-06-23,0.2
대구,2022-06-24,32.4
대구,2022-06-25,
대구,2022-06-26,
대구,2022-06-27,5.4
대구,2022-06-28,0.7
대구,2022-06-29,0
대구,2022-06-30,
대구,2022-07-01,
대구,2022-07-02,
대구,2022-07-03,1
대구,2022-07-04,0
대구,2022-07-05,0
대구,2022-07-06,2.9
대구,2022-07-07,
대구,2022-07-08,17.2
대구,2022-07-09,
대구,2022-07-10,
대구,2022-07-11,9.5
대구,2022-07-12,
대구,2022-07-13,15.2
대구,2022-07-14,
대구,2022-07-15,
대구,2022-07-16,
대구,2022-07-17,
대구,2022-07-18,34
대구,2022-07-19,0.2
대구,2022-07-20,
대구,2022-07-21,5
대구,2022-07-22,
대구,2022-07-23,0
대구,2022-07-24,1.1
대구,2022-07-25,
대구,2022-07-26,
대구,2022-07-27,
대구,2022-07-28,0
대구,2022-07-29,
대구,2022-07-30,0
대구,2022-07-31,2.7
대구,2022-08-01,0
대구,2022-08-02,4.7
대구,2022-08-03,0.5
대구,2022-08-04,0
대구,2022-08-05,
대구,2022-08-06,
대구,2022-08-07,
대구,2022-08-08,
대구,2022-08-09,0
대구,2022-08-10,0.3
대구,2022-08-11,4.1
대구,2022-08-12,3.2
대구,2022-08-13,6.6
대구,2022-08-14,0
대구,2022-08-15,0
대구,2022-08-16,39.8
대구,2022-08-17,22.8
대구,2022-08-18,
대구,2022-08-19,
대구,2022-08-20,10.3
대구,2022-08-21,
대구,2022-08-22,
대구,2022-08-23,6.8
대구,2022-08-24,4.6
대구,2022-08-25,0.1
대구,2022-08-26,0
대구,2022-08-27,
대구,2022-08-28,
대구,2022-08-29,0
대구,2022-08-30,26.2
대구,2022-08-31,13.3
대구,2022-09-01,
대구,2022-09-02,0.3
대구,2022-09-03,0.1
대구,2022-09-04,0.4
대구,2022-09-05,31.7
대구,2022-09-06,81.1
대구,2022-09-07,
대구,2022-09-08,
대구,2022-09-09,
대구,2022-09-10,
대구,2022-09-11,
대구,2022-09-12,0.3
대구,2022-09-13,0
대구,2022-09-14,0
대구,2022-09-15,
대구,2022-09-16,
대구,2022-09-17,0.3
대구,2022-09-18,0
대구,2022-09-19,0
대구,2022-09-20,
대구,2022-09-21,
대구,2022-09-22,
대구,2022-09-23,
대구,2022-09-24,
대구,2022-09-25,
대구,2022-09-26,
대구,2022-09-27,
대구,2022-09-28,
대구,2022-09-29,
대구,2022-09-30,
대구,2022-10-01,
대구,2022-10-02,
대구,2022-10-03,3.9
대구,2022-10-04,18
대구,2022-10-05,
대구,2022-10-06,0.3
대구,2022-10-07,0
대구,2022-10-08,
대구,2022-10-09,3.1
대구,2022-10-10,0
대구,2022-10-11,
대구,2022-10-12,
대구,2022-10-13,
대구,2022-10-14,
대구,2022-10-15,
대구,2022-10-16,
대구,2022-10-17,
대구,2022-10-18,
대구,2022-10-19,
대구,2022-10-20,
대구,2022-10-21,
대구,2022-10-22,0.3
대구,2022-10-23,
대구,2022-10-24,
대구,2022-10-25,
대구,2022-10-26,
대구,2022-10-27,
대구,2022-10-28,
대구,2022-10-29,
대구,2022-10-30,
대구,2022-10-31,
대구,2022-11-01,
대구,2022-11-02,
대구,2022-11-03,
대구,2022-11-04,
대구,2022-11-05,
대구,2022-11-06,
대구,2022-11-07,
대구,2022-11-08,
대구,2022-11-09,
대구,2022-11-10,
대구,2022-11-11,
대구,2022-11-12,0.1
대구,2022-11-13,16.3
대구,2022-11-14,
대구,2022-11-15,
대구,2022-11-16,0.4
대구,2022-11-17,
대구,2022-11-18,
대구,2022-11-19,
대구,2022-11-20,
대구,2022-11-21,
대구,2022-11-22,0.4
대구,2022-11-23,0.7
대구,2022-11-24,
대구,2022-11-25,
대구,2022-11-26,
대구,2022-11-27,
대구,2022-11-28,11
대구,2022-11-29,17.7
대구,2022-11-30,
대구,2022-12-01,
대구,2022-12-02,
대구,2022-12-03,
대구,2022-12-04,
대구,2022-12-05,
대구,2022-12-06,
대구,2022-12-07,
대구,2022-12-08,
대구,2022-12-09,
대구,2022-12-10,0
대구,2022-12-11,
대구,2022-12-12,1.1
대구,2022-12-13,0
대구,2022-12-14,0
대구,2022-12-15,
대구,2022-12-16,
대구,2022-12-17,0
대구,2022-12-18,
대구,2022-12-19,
대구,2022-12-20,
대구,2022-12-21,2.5
대구,2022-12-22,0
대구,2022-12-23,
대구,2022-12-24,
대구,2022-12-25,
대구,2022-12-26,
대구,2022-12-27,
대구,2022-12-28,
대구,2022-12-29,
대구,2022-12-30,
대구,2022-12-31,
대구,2023-01-01,
대구,2023-01-02,
대구,2023-01-03,
대구,2023-01-04,
대구,2023-01-05,
대구,2023-01-06,0
대구,2023-01-07,0
대구,2023-01-08,
대구,2023-01-09,
대구,2023-01-10,
대구,2023-01-11,
대구,2023-01-12,0
대구,2023-01-13,10.1
대구,2023-01-14,0
대구,2023-01-15,1.4
대구,2023-01-16,
대구,2023-01-17,
대구,2023-01-18,
대구,2023-01-19,
대구,2023-01-20,
대구,2023-01-21,
대구,2023-01-22,
대구,2023-01-23,
대구,2023-01-24,
대구,2023-01-25,
대구,2023-01-26,0
대구,2023-01-27,0
대구,2023-01-28,
대구,2023-01-29,0
대구,2023-01-30,
대구,2023-01-31,
대구,2023-02-01,
대구,2023-02-02,
대구,2023-02-03,
대구,2023-02-04,
대구,2023-02-05,
대구,2023-02-06,
대구,2023-02-07,
대구,2023-02-08,
대구,2023-02-09,0.4
대구,2023-02-10,10.3
대구,2023-02-11,
대구,2023-02-12,0
대구,2023-02-13,0.5
대구,2023-02-14,
대구,2023-02-15,0
대구,2023-02-16,
대구,2023-02-17,
대구,2023-02-18,0
대구,2023-02-19,0
대구,2023-02-20,
대구,2023-02-21,
대구,2023-02-22,
대구,2023-02-23,0
대구,2023-02-24,
대구,2023-02-25,
대구,2023-02-26,
대구,2023-02-27,
대구,2023-02-28,
대구,2023-03-01,
대구,2023-03-02,
대구,2023-03-03,
대구,2023-03-04,
대구,2023-03-05,
대구,2023-03-06,
대구,2023-03-07,
대구,2023-03-08,
대구,2023-03-09,0
대구,2023-03-10,
대구,2023-03-11,
대구,2023-03-12,6.7
대구,2023-03-13,
대구,2023-03-14,
대구,2023-03-15,
대구,2023-03-16,
대구,2023-03-17,
대구,2023-03-18,
대구,2023-03-19,
대구,2023-03-20,
대구,2023-03-21,
대구,2023-03-22,1.3
대구,2023-03-23,19.3
대구,2023-03-24,
대구,2023-03-25,
대구,2023-03-26,0
대구,2023-03-27,
대구,2023-03-28,
대구,2023-03-29,
대구,2023-03-30,
대구,2023-03-31,
대구,2023-04-01,
대구,2023-04-02,
대구,2023-04-03,
대구,2023-04-04,2
대구,2023-04-05,6.4
대구,2023-04-06,2.6
대구,2023-04-07,3.2
대구,2023-04-08,
대구,2023-04-09,
대구,2023-04-10,
대구,2023-04-11,0
대구,2023-04-12,
대구,2023-04-13,
대구,2023-04-14,0.1
대구,2023-04-15,0.2
대구,2023-04-16,0
대구,2023-04-17,
대구,2023-04-18,1.6
대구,2023-04-19,
대구,2023-04-20,
대구,2023-04-21,
대구,2023-04-22,
대구,2023-04-23,
대구,2023-04-24,
대구,2023-04-25,6
대구,2023-04-26,
대구,2023-04-27,
대구,2023-04-28,
대구,2023-04-29,8.7
대구,2023-04-30,
대구,2023-05-01,
대구,2023-05-02,
대구,2023-05-03,
대구,2023-05-04,0.5
대구,2023-05-05,44.5
대구,2023-05-06,33.9
대구,2023-05-07,3.1
대구,2023-05-08,
대구,2023-05-09,
대구,2023-05-10,
대구,2023-05-11,
대구,2023-05-12,
대구,2023-05-13,
대구,2023-05-14,0
대구,2023-05-15,
대구,2023-05-16,
대구,2023-05-17,
대구,2023-05-18,5.9
대구,2023-05-19,0
대구,2023-05-20,
대구,2023-05-21,
대구,2023-05-22,0.5
대구,2023-05-23,
대구,2023-05-24,
대구,2023-05-25,
대구,2023-05-26,0
대구,2023-05-27,0.2
대구,2023-05-28,10.6
대구,2023-05-29,100.8
대구,2023-05-30,
대구,2023-05-31,
대구,2023-06-01,0.2
대구,2023-06-02,0.3
대구,2023-06-03,
대구,2023-06-04,
대구,2023-06-05,
대구,2023-06-06,
대구,2023-06-07,
대구,2023-06-08,
대구,2023-06-09,
대구,2023-06-10,
대구,2023-06-11,
대구,2023-06-12,0.7
대구,2023-06-13,
대구,2023-06-14,17.5
대구,2023-06-15,
대구,2023-06-16,
대구,2023-06-17,
대구,2023-06-18,
대구,2023-06-19,
대구,2023-06-20,
대구,2023-06-21,4.6
대구,2023-06-22,0
대구,2023-06-23,
대구,2023-06-24,
대구,2023-06-25,2.2
대구,2023-06-26,33.2
대구,2023-06-27,48
대구,2023-06-28,24.7
대구,2023-06-29,8.3
대구,2023-06-30,39
대구,2023-07-01,
대구,2023-07-02,
대구,2023-07-03,
대구,2023-07-04,6.8
대구,2023-07-05,16.1
대구,2023-07-06,
대구,2023-07-07,43.9
대구,2023-07-08,0
대구,2023-07-09,
대구,2023-07-10,0
대구,2023-07-11,46.5
대구,2023-07-12,0.2
대구,2023-07-13,2
대구,2023-07-14,47.7
대구,2023-07-15,23.7
대구,2023-07-16,9.7
대구,2023-07-17,13.2
대구,2023-07-18,74.2
대구,2023-07-19,0.1
대구,2023-07-20,
대구,2023-07-21,
대구,2023-07-22,0
대구,2023-07-23,0.1
대구,2023-07-24,14.5
대구,2023-07-25,0
대구,2023-07-26,0
대구,2023-07-27,0
대구,2023-07-28,
대구,2023-07-29,
대구,2023-07-30,
대구,2023-07-31,
대구,2023-08-01,
대구,2023-08-02,
대구,2023-08-03,
대구,2023-08-04,
대구,2023-08-05,
대구,2023-08-06,
대구,2023-08-07,
대구,2023-08-08,
대구,2023-08-09,41
대구,2023-08-10,93.4
대구,2023-08-11,
대구,2023-08-12,
대구,2023-08-13,
대구,2023-08-14,
대구,2023-08-15,
대구,2023-08-16,3.1
대구,2023-08-17,0
대구,2023-08-18,1.6
대구,2023-08-19,0.1
대구,2023-08-20,6.3
대구,2023-08-21,
대구,2023-08-22,
대구,2023-08-23,15.9
대구,2023-08-24,36.4
대구,2023-08-25,0.7
대구,2023-08-26,
대구,2023-08-27,4.7
대구,2023-08-28,
대구,2023-08-29,3.3
대구,2023-08-30,54.9
대구,2023-08-31,51.4
대구,2023-09-01,
대구,2023-09-02,1.1
대구,2023-09-03,
대구,2023-09-04,0
대구,2023-09-05,
대구,2023-09-06,
대구,2023-09-07,
대구,2023-09-08,
대구,2023-09-09,
대구,2023-09-10,
대구,2023-09-11,
대구,2023-09-12,
대구,2023-09-13,4
대구,2023-09-14,6.7
대구,2023-09-15,11.2
대구,2023-09-16,25.1
대구,2023-09-17,13.2
대구,2023-09-18,0
대구,2023-09-19,0
대구,2023-09-20,36.6
대구,2023-09-21,3.4
대구,2023-09-22,
대구,2023-09-23,
대구,2023-09-24,
대구,2023-09-25,0.9
대구,2023-09-26,17.9
대구,2023-09-27,
대구,2023-09-28,
대구,2023-09-29,
대구,2023-09-30,3.5
대구,2023-10-01,
대구,2023-10-02,
대구,2023-10-03,0.5
대구,2023-10-04,
대구,2023-10-05,
대구,2023-10-06,
대구,2023-10-07,
대구,2023-10-08,0
대구,2023-10-09,1
대구,2023-10-10,
대구,2023-10-11,
대구,2023-10-12,
대구,2023-10-13,
대구,2023-10-14,0.2
대구,2023-10-15,
대구,2023-10-16,
대구,2023-10-17,
대구,2023-10-18,
대구,2023-10-19,0.8
대구,2023-10-20,3.2
대구,2023-10-21,
대구,2023-10-22,
대구,2023-10-23,
대구,2023-10-24,
대구,2023-10-25,
대구,2023-10-26,
대구,2023-10-27,0
대구,2023-10-28,
대구,2023-10-29,
대구,2023-10-30,
대구,2023-10-31,
대구,2023-11-01,
대구,2023-11-02,
대구,2023-11-03,
대구,2023-11-04,0.1
대구,2023-11-05,1.6
대구,2023-11-06,8.2
대구,2023-11-07,
대구,2023-11-08,
대구,2023-11-09,0.1
대구,2023-11-10,10.9
대구,2023-11-11,
대구,2023-11-12,
대구,2023-11-13,
대구,2023-11-14,
대구,2023-11-15,
대구,2023-11-16,9.9
대구,2023-11-17,0
대구,2023-11-18,0.7
대구,2023-11-19,
대구,2023-11-20,
대구,2023-11-21,
대구,2023-11-22,
대구,2023-11-23,
대구,2023-11-24,
대구,2023-11-25,
대구,2023-11-26,0
대구,2023-11-27,0.1
대구,2023-11-28,
대구,2023-11-29,
대구,2023-11-30,
대구,2023-12-01,
대구,2023-12-02,
대구,2023-12-03,
대구,2023-12-04,
대구,2023-12-05,
대구,2023-12-06,0.9
대구,2023-12-07,
대구,2023-12-08,
대구,2023-12-09,
대구,2023-12-10,
대구,2023-12-11,31.2
대구,2023-12-12,0.9
대구,2023-12-13,
대구,2023-12-14,23.3
대구,2023-12-15,31.5
대구,2023-12-16,0.1
대구,2023-12-17,
대구,2023-12-18,
대구,2023-12-19,
대구,2023-12-20,0.1
대구,2023-12-21,
대구,2023-12-22,
대구,2023-12-23,
대구,2023-12-24,
대구,2023-12-25,
대구,2023-12-26,
대구,2023-12-27,
대구,2023-12-28,
대구,2023-12-29,
대구,2023-12-30,0.7
대구,2023-12-31,1.2
대구,2024-01-01,
대구,2024-01-02,
대구,2024-01-03,4.2
대구,2024-01-04,
대구,2024-01-05,
대구,2024-01-06,
대구,2024-01-07,
대구,2024-01-08,
대구,2024-01-09,1.3
대구,2024-01-10,0
대구,2024-01-11,
대구,2024-01-12,
대구,2024-01-13,
대구,2024-01-14,0.3
대구,2024-01-15,
대구,2024-01-16,
대구,2024-01-17,1
대구,2024-01-18,2.7
대구,2024-01-19,0
대구,2024-01-20,11
대구,2024-01-21,0.8
대구,2024-01-22,0.1
대구,2024-01-23,
대구,2024-01-24,
대구,2024-01-25,
대구,2024-01-26,
대구,2024-01-27,
대구,2024-01-28,
대구,2024-01-29,
대구,2024-01-30,
대구,2024-01-31,0
대구,2024-02-01,0
대구,2024-02-02,
대구,2024-02-03,2.1
대구,2024-02-04,1.9
대구,2024-02-05,12
대구,2024-02-06,0
대구,2024-02-07,
대구,2024-02-08,
대구,2024-02-09,
대구,2024-02-10,
대구,2024-02-11,
대구,2024-02-12,
대구,2024-02-13,
대구,2024-02-14,0.8
대구,2024-02-15,
대구,2024-02-16,
대구,2024-02-17,
대구,2024-02-18,5.1
대구,2024-02-19,14.4
대구,2024-02-20,3.9
대구,2024-02-21,4.9
대구,2024-02-22,1.6
대구,2024-02-23,0.3
대구,2024-02-24,1.3
대구,2024-02-25,1.7
대구,2024-02-26,
대구,2024-02-27,
대구,2024-02-28,
대구,2024-02-29,6.8
대구,2024-03-01,
대구,2024-03-02,
대구,2024-03-03,0
대구,2024-03-04,0
대구,2024-03-05,8
대구,2024-03-06,0
대구,2024-03-07,0
대구,2024-03-08,
대구,2024-03-09,
대구,2024-03-10,
대구,2024-03-11,
대구,2024-03-12,0
대구,2024-03-13,
대구,2024-03-14,
대구,2024-03-15,
대구,2024-03-16,0
대구,2024-03-17,
대구,2024-03-18,
대구,2024-03-19,0.3
대구,2024-03-20,
대구,2024-03-21,
대구,2024-03-22,0.2
대구,2024-03-23,0.3
대구,2024-03-24,0.3
대구,2024-03-25,16.2
대구,2024-03-26,17.3
대구,2024-03-27,
대구,2024-03-28,27
대구,2024-03-29,
대구,2024-03-30,1.3
대구,2024-03-31,
대구,2024-04-01,
대구,2024-04-02,2.9
대구,2024-04-03,29.4
대구,2024-04-04,
대구,2024-04-05,
대구,2024-04-06,
대구,2024-04-07,
대구,2024-04-08,
대구,2024-04-09,
대구,2024-04-10,
대구,2024-04-11,
대구,2024-04-12,
대구,2024-04-13,
대구,2024-04-14,
대구,2024-04-15,14.5
대구,2024-04-16,
대구,2024-04-17,
대구,2024-04-18,
대구,2024-04-19,
대구,2024-04-20,4
대구,2024-04-21,0.3
대구,2024-04-22,
대구,2024-04-23,4.5
대구,2024-04-24,1.9
대구,2024-04-25,
대구,2024-04-26,
대구,2024-04-27,
대구,2024-04-28,
대구,2024-04-29,1.6
대구,2024-04-30,1.5
대구,2024-05-01,1.2
대구,2024-05-02,
대구,2024-05-03,
대구,2024-05-04,
대구,2024-05-05,12.4
대구,2024-05-06,7.6
대구,2024-05-07,4.4
대구,2024-05-08,1
대구,2024-05-09,
대구,2024-05-10,
대구,2024-05-11,4.2
대구,2024-05-12,5.6
대구,2024-05-13,
대구,2024-05-14,
대구,2024-05-15,16.7
대구,2024-05-16,2
대구,2024-05-17,
대구,2024-05-18,
대구,2024-05-19,
대구,2024-05-20,
대구,2024-05-21,
대구,2024-05-22,
대구,2024-05-23,
대구,2024-05-24,
대구,2024-05-25,
대구,2024-05-26,4.7
대구,2024-05-27,
대구,2024-05-28,
대구,2024-05-29,
대구,2024-05-30,
대구,2024-05-31,
대구,2024-06-01,
대구,2024-06-02,
대구,2024-06-03,
대구,2024-06-04,
대구,2024-06-05,
대구,2024-06-06,
대구,2024-06-07,
대구,2024-06-08,21.5
대구,2024-06-09,1.8
대구,2024-06-10,
대구,2024-06-11,
대구,2024-06-12,
대구,2024-06-13,
대구,2024-06-14,
대구,2024-06-15,4.3
대구,2024-06-16,
대구,2024-06-17,
대구,2024-06-18,
대구,2024-06-19,
대구,2024-06-20,
대구,2024-06-21,
대구,2024-06-22,21.2
대구,2024-06-23,0.1
대구,2024-06-24,
대구,2024-06-25,
대구,2024-06-26,
대구,2024-06-27,4.7
대구,2024-06-28,
대구,2024-06-29,20.3
대구,2024-06-30,24.4
대구,2024-07-01,0
대구,2024-07-02,22.1
대구,2024-07-03,12.4
대구,2024-07-04,
대구,2024-07-05,0.5
대구,2024-07-06,
대구,2024-07-07,7.9
대구,2024-07-08,2.4
대구,2024-07-09,191.3
대구,2024-07-10,65.7
대구,2024-07-11,24
대구,2024-07-12,4.5
대구,2024-07-13,0.8
대구,2024-07-14,2.6
대구,2024-07-15,0
대구,2024-07-16,5.9
대구,2024-07-17,0
대구,2024-07-18,0.9
대구,2024-07-19,1.9
대구,2024-07-20,22.7
대구,2024-07-21,2.2
대구,2024-07-22,
대구,2024-07-23,
대구,2024-07-24,4.4
대구,2024-07-25,
대구,2024-07-26,0
대구,2024-07-27,0
대구,2024-07-28,
대구,2024-07-29,
대구,2024-07-30,
대구,2024-07-31,
대구,2024-08-01,
대구,2024-08-02,2.4
대구,2024-08-03,
대구,2024-08-04,
대구,2024-08-05,20.6
대구,2024-08-06,
대구,2024-08-07,
대구,2024-08-08,58
대구,2024-08-09,
대구,2024-08-10,
대구,2024-08-11,
대구,2024-08-12,
대구,2024-08-13,
대구,2024-08-14,
대구,2024-08-15,
대구,2024-08-16,
대구,2024-08-17,
대구,2024-08-18,0
대구,2024-08-19,0
대구,2024-08-20,2
대구,2024-08-21,3.3
대구,2024-08-22,0
대구,2024-08-23,
대구,2024-08-24,
대구,2024-08-25,0
대구,2024-08-26,21.1
대구,2024-08-27,10.8
대구,2024-08-28,
대구,2024-08-29,0.1
대구,2024-08-30,
대구,2024-08-31,
대구,2024-09-01,
대구,2024-09-02,0
대구,2024-09-03,0
대구,2024-09-04,
대구,2024-09-05,
대구,2024-09-06,15.7
대구,2024-09-07,4.5
대구,2024-09-08,0.1
대구,2024-09-09,
대구,2024-09-10,
대구,2024-09-11,1.4
대구,2024-09-12,25.7
대구,2024-09-13,
대구,2024-09-14,
대구,2024-09-15,
대구,2024-09-16,
대구,2024-09-17,
대구,2024-09-18,0
대구,2024-09-19,
대구,2024-09-20,16.4
대구,2024-09-21,87.6
대구,2024-09-22,0
대구,2024-09-23,
대구,2024-09-24,
대구,2024-09-25,
대구,2024-09-26,
대구,2024-09-27,
대구,2024-09-28,0.1
대구,2024-09-29,
대구,2024-09-30,
대구,2024-10-01,
대구,2024-10-02,
대구,2024-10-03,9.9
대구,2024-10-04,
대구,2024-10-05,
대구,2024-10-06,3.2
대구,2024-10-07,0.9
대구,2024-10-08,5.8
대구,2024-10-09,
대구,2024-10-10,
대구,2024-10-11,
대구,2024-10-12,
대구,2024-10-13,
대구,2024-10-14,14.1
대구,2024-10-15,7.5
대구,2024-10-16,
대구,2024-10-17,
대구,2024-10-18,16.1
대구,2024-10-19,5.4
대구,2024-10-20,
대구,2024-10-21,5.3
대구,2024-10-22,23
대구,2024-10-23,0
대구,2024-10-24,
대구,2024-10-25,
대구,2024-10-26,
대구,2024-10-27,2.8
대구,2024-10-28,0.9
대구,2024-10-29,
대구,2024-10-30,
대구,2024-10-31,
대구,2024-11-01,13
대구,2024-11-02,18.9
대구,2024-11-03,
대구,2024-11-04,
대구,2024-11-05,
대구,2024-11-06,
대구,2024-11-07,
대구,2024-11-08,
대구,2024-11-09,
대구,2024-11-10,
대구,2024-11-11,
대구,2024-11-12,
대구,2024-11-13,
대구,2024-11-14,0
대구,2024-11-15,0
대구,2024-11-16,
대구,2024-11-17,0
대구,2024-11-18,
대구,2024-11-19,
대구,2024-11-20,
대구,2024-11-21,
대구,2024-11-22,
대구,2024-11-23,
대구,2024-11-24,
대구,2024-11-25,0.2
대구,2024-11-26,18.3
대구,2024-11-27,0
대구,2024-11-28,0
대구,2024-11-29,0
대구,2024-11-30,
대구,2024-12-01,
대구,2024-12-02,
대구,2024-12-03,
대구,2024-12-04,
대구,2024-12-05,
대구,2024-12-06,0
대구,2024-12-07,
대구,2024-12-08,
대구,2024-12-09,
대구,2024-12-10,
대구,2024-12-11,
대구,2024-12-12,
대구,2024-12-13,
대구,2024-12-14,
대구,2024-12-15,0
대구,2024-12-16,0
대구,2024-12-17,0
대구,2024-12-18,
대구,2024-12-19,
대구,2024-12-20,
대구,2024-12-21,1.3
대구,2024-12-22,
대구,2024-12-23,
대구,2024-12-24,
대구,2024-12-25,
대구,2024-12-26,
대구,2024-12-27,
대구,2024-12-28,0
대구,2024-12-29,
대구,2024-12-30,
대구,2024-12-31,
대구,2025-01-01,
대구,2025-01-02,
대구,2025-01-03,
대구,2025-01-04,
대구,2025-01-05,
대구,2025-01-06,0
대구,2025-01-07,
대구,2025-01-08,0.6
대구,2025-01-09,
대구,2025-01-10,
대구,2025-01-11,
대구,2025-01-12,
대구,2025-01-13,
대구,2025-01-14,
대구,2025-01-15,
대구,2025-01-16,
대구,2025-01-17,
대구,2025-01-18,
대구,2025-01-19,
대구,2025-01-20,
대구,2025-01-21,
대구,2025-01-22,
대구,2025-01-23,
대구,2025-01-24,
대구,2025-01-25,0
대구,2025-01-26,0
대구,2025-01-27,3.7
대구,2025-01-28,0
대구,2025-01-29,0
대구,2025-01-30,
대구,2025-01-31,0
